trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
149,False,"{'a': 0.2, 'e': 0.32513372636409477}",20,0,17.528437083512078,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.3163770503756532}",20,13,13.320270841066144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.3077993724446536}",20,2,-48.35152988613451,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
152,False,"{'a': 0.2, 'e': 0.2994005256730078}",20,10,15.34348636902899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.2911800875253375}",20,10,1.7501951366230006,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.2831373965251378}",25,17,4.858969630910913,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.27527156849801115}",20,15,10.55056745596022,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.26758151233018024}",20,4,21.60320230206458,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.2600659452163938}",25,3,14.462677365679054,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.2527234073767498}",20,8,11.076518658370441,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.2455522762269}",20,6,2.1097489255313735,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.23855077999058472}",25,7,30.14780949390025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.2317170107474974}",20,0,12.90722482919146,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.2, 'e': 0.22504893691312178}",20,0,-20.594364626401035,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
163,False,"{'a': 0.2, 'e': 0.21854441515043654}",25,15,20.360667036571414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.21220120171627066}",20,2,3.018935547565712,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.20601696324764296}",20,14,-31.232169237533142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.2, 'e': 0.19998928699564644}",20,10,22.32217624730966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.19411569051637634}",30,12,20.888824591915515,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.18839363083006178}",20,6,-12.875674156634275,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.18282051306097113}",30,0,19.229720163352184,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.1773936985718495}",20,16,7.998475027627283,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.17211051260760846}",30,2,16.333624448556293,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.16696825146377936}",25,0,21.00374800709478,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
173,False,"{'a': 0.2, 'e': 0.16196418919584132}",30,8,24.540817307211523,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.1570955838859902}",20,5,19.77832669798363,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.15235968348422668}",25,18,11.068265313603327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.14775373124082603}",20,0,31.08287001124901,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.2, 'e': 0.14327497074732842}",35,18,18.71161376995974,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.13892065060316616}",20,0,22.578047302869845,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.2, 'e': 0.13468802872493313}",30,15,27.577785362279304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.1305743763151197}",20,0,29.159308812962855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.2, 'e': 0.12657698150688335}",25,11,23.449640883164076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.12269315270112346}",20,14,11.779378775484144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.11892022161177174}",30,4,27.870061276973885,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
